0,1,2
2.2644368841653884,0.9707991254837995,2
-2.879179096672976,3.6415761084069045,1
-6.797050356794427,1.0684851210800472,1
2.123048232166344,-0.01709116503428354,2
-5.710437083049283,2.0459562366154405,1
-8.483569497207986,-4.586235492549803,0
-3.418145108039295,0.3488246091212805,1
-3.019429763496525,-2.6358166201034106,1
2.727650725805391,0.4274106168511054,2
-9.255580776878752,1.4011811100135856,1
-9.715318372083232,-6.3357677643812575,0
-7.176285917324708,-0.4891203651712591,1
-10.237745346676997,-4.912522910398208,0
-9.095075793528192,-6.931110749335508,0
-1.1280653299476788,-1.4049578201511161,1
-4.392283083413671,1.5151123223661767,1
-5.210047818603867,1.2380701798796934,1
-1.3317016466703944,0.2949481462064312,1
-4.172051093879651,3.4947843824158973,1
2.131121552730855,0.5786102884527318,2
-8.990853861221005,1.1442203473031174,1
-9.481982102092914,-5.209522837851712,0
2.460517228286274,0.26504596993080454,2
-1.7773101837690266,-2.992200074398445,1
-9.406385599469436,-5.106260588771962,0
-7.756784666372467,3.7811208018559954,1
-5.02763808933799,-0.43403877606218866,1
1.915021085512054,1.316157848575548,2
-6.411069429515872,-0.8335267188666158,1
-8.48513882967456,-6.26942614359398,0
2.077991830909725,0.41928007385123817,2
-9.735317524588877,-4.6290017421372625,0
2.6176028065825276,0.5630554009576818,2
-10.107832072962609,-5.870344294168439,0
-2.429658196863353,-0.2730019764188325,1
2.5993059227868067,0.7494830113513147,2
-7.2033383611977175,3.5023325799896794,1
-8.951292831768932,-5.22503310748256,0
1.0599190490455097,0.8681606674612047,1
1.8429804451283642,0.5773177789936946,2
-11.03014109266741,1.518106933899865,1
2.542890770824115,0.7286123545291222,2
-4.536253216366222,1.8092855222350865,1
-9.032397292742928,3.5450181957715214,1
-9.601636382680566,-6.907612196767728,0
-5.289207512659505,-1.8675175215037707,1
-8.835605262977754,-5.721771855806527,0
1.1709374490676852,1.4208870858938938,2
-8.869055745929131,-5.3007484759431085,0
-9.386277066208665,-4.8573024534513465,0
-6.072783694043339,-0.162456639527093,1
1.0276695026855265,-0.4339127851655269,2
-9.567646719654597,-6.35144218119439,0
-8.679164529857594,-5.116695632205133,0
-4.528675310551238,-0.1270917829495706,1
-5.650282970551201,1.5277654915666028,1
-3.795231085933583,2.910889515376623,1
-0.1443256628846914,3.8537933296869493,1
-2.8153894334331726,1.4570831494131617,1
-4.450519447254129,0.19025025445006902,1
-9.30418351246841,-6.949465353893937,0
-8.661668628432206,-5.844325626764602,0
-5.51634964063287,1.7572788972652003,1
-10.368549361989364,-0.37563890764243235,1
-5.459852495921597,-2.4008242216376416,1
-10.367699129227898,-5.452447022433376,0
-9.208526460820751,-7.643050790790003,0
-10.399048493193128,-5.659793075021939,0
2.592238423970839,0.7036453746331952,2
-9.024067194920365,-6.934741404679227,0
2.3998023638181905,0.4565409075936221,2
-3.4379431602625017,2.5406972250547484,1
-8.871483120378201,-4.352906745210124,0
-9.402270481767577,-5.436428043610513,0
2.3042307183818447,0.41653101665040415,2
-5.975755055414535,0.4770843995453379,1
1.769124820921514,0.1321641578162736,2
-8.28347708569918,-6.083508453014835,0
2.024336601206825,0.8319089087619405,2
-8.512324080283978,-5.172504868492456,0
-0.440734266326686,0.8630420491906408,1
-3.694833863765699,-0.8625289726354506,1
1.4626843654734543,0.2474381189082796,2
-8.126749446138172,-5.562502458097582,0
-5.247881675600326,-0.5589876327765706,1
2.293547109079678,0.769745573651688,2
-1.6773739738892761,5.342140787191325,1
-7.350146822286304,-0.6100044155845568,1
-7.806345757738149,-5.842757784153282,0
-3.066824692041892,-1.9505309320914135,1
1.7534336093661327,0.815279261133242,2
0.4313339167457988,-3.8148816004508452,1
1.2214520585813484,-0.17709007810788158,2
1.8778284086734336,0.7528628859070723,2
-0.7527429440437796,-1.6637829821006345,1
1.9482402488409603,0.3001381141289678,2
2.322017138092929,0.3414166129472782,2
-9.714575424021614,-6.768374980598905,0
2.7490351090163205,0.9424354510412498,2
2.0515713240400726,0.24934133368951644,2
-8.680999834985103,-4.903491799793814,0
-4.235541419940612,-3.158285980834621,1
-9.111180950419927,-6.2108716523032985,0
-8.950984750677303,-7.040387859736142,0
2.7728684335636506,0.09118196450961813,2
-8.358470327023593,-6.9658249838022,0
-5.182168646551049,1.9169771714379726,1
-7.725288817560369,-3.4719433749522213,0
-8.938653292695513,-5.219790263337737,0
-2.246768488948306,2.564234013988162,1
-8.313851670071852,-4.97011448294185,0
-8.197231604663962,0.8799828373399821,1
