0,1
882,25.0
1186,32.5
4658,142.228
2739,160.0
3074,106.88
3623,70.225
731,11.6
1521,49.076
4049,76.0
3653,89.0
790,43.286
366,17.5
456,18.45
3835,120.0
1035,40.5
1096,28.2
4200,110.0
2223,96.848
2861,31.0
425,20.03
397,19.037
1886,110.0
1035,8.0
790,27.595
1583,14.9
366,9.218
3592,124.0
3531,100.0
762,28.9
670,4.0
2769,59.216
4169,99.477
821,21.73
3927,140.0
640,32.033
3653,138.116
852,17.0
3013,58.527
790,43.1
1858,13.373
4139,119.0
609,28.5
1096,83.0
4049,98.0
456,12.693
762,14.586
821,27.64
2039,49.0
3684,160.0
4596,107.0
2192,66.0
790,35.0
1186,24.651
3288,71.9
701,11.2
3288,124.05
1066,69.395
456,17.961
670,18.669
1431,22.7
4169,56.0
701,22.669
2557,50.0
2343,39.743
456,27.466
548,22.609
1461,94.485
4261,188.0
2343,94.0
2192,60.786
1096,41.95
456,16.971
4108,45.3
4108,45.3
3227,75.359
366,12.585
2101,103.0
2739,77.149
456,13.587
1797,55.595
397,17.25
4292,145.0
790,20.849
3988,107.375
2009,100.0
456,17.841
762,44.778
3258,78.681
4474,123.0
397,17.912
1066,69.916
2647,97.7
366,11.5
397,17.25
366,12.372
4292,165.6
1066,28.0
2009,86.0
456,18.592
731,41.558
4018,96.0
701,19.0
397,18.183
1066,69.916
2647,75.5
1827,39.5
397,17.25
3835,128.0
366,12.929
3562,113.254
366,18.0
397,16.643
2892,92.3
640,34.873
4018,102.0
397,16.135
3865,95.35
425,19.909
425,16.518
3135,113.0
1096,50.0
3013,120.0
3227,105.0
2831,104.0
2831,56.779
397,17.59
1127,7.772
2861,85.0
3623,75.9
1127,21.4
4292,112.4
366,18.59
3988,175.0
701,22.7
1096,50.0
3470,110.0
1400,49.0
790,34.012
1155,53.589
397,14.431
2953,80.0
4169,81.9
3074,124.1
1827,46.0
4230,176.0
366,13.124
4018,152.9
762,15.917
4383,74.0
456,13.215
366,14.732
2892,67.0
790,39.916
397,13.6
701,21.58
3500,106.0
1858,35.304
4018,174.0
1886,51.786
456,56.779
3409,70.0
3409,56.779
397,16.755
701,48.268
3531,97.0
790,39.916
3804,114.0
397,15.341
3531,83.0
2496,57.2
2892,96.685
366,17.272
4077,124.0
731,24.7
578,5.0
456,19.133
456,11.998
790,39.461
1066,1.232
790,39.916
1308,23.5
397,14.991
2496,104.0
3378,132.0
548,20.0
487,18.337
1400,25.282
4322,117.0
3197,160.403
1431,81.9
821,19.0
670,45.0
670,38.0
4353,76.0
3227,142.0
517,9.15
1552,52.026
2282,145.15
397,19.783
3743,105.61
1035,18.0
1461,54.0
852,10.4
762,22.0
4505,102.502
366,10.0
4292,124.0
397,14.284
1917,37.9
2588,88.0
456,13.6
2557,52.0
1247,27.464
425,23.212
3592,99.18
701,25.0
1247,39.6
3044,132.0
790,48.0
4018,118.0
3927,121.0
2131,59.753
1886,56.5
397,18.019
3712,108.0
3896,120.0
3896,120.0
425,18.233
456,10.062
701,16.0
1370,64.658
670,25.0
2466,113.0
3258,84.74
2374,81.6
762,8.5
366,14.089
2374,90.0
1583,38.0
821,13.5
397,13.105
670,33.608
3288,90.0
821,32.15
4018,68.0
2466,127.0
762,13.236
366,20.653
366,10.909
425,15.0
1858,12.0
790,39.162
790,27.595
790,23.04
397,12.78
790,30.758
1127,50.0
3439,125.684
366,22.148
366,71.2
1127,44.0
425,18.702
2131,40.388
4658,143.0
790,31.65
670,35.0
1066,34.464
670,15.214
4383,135.762
3319,89.179
2192,53.428
397,13.98
366,14.816
731,33.07
2374,102.6
1827,45.0
3957,83.0
701,21.0
2892,70.0
4322,120.0
425,15.384
2131,40.0
1217,58.497
4230,156.0
1917,49.0
397,14.877
366,17.642
1066,65.415
3013,67.0
2101,61.4
1066,74.0
701,22.0
3105,119.767
701,10.8
397,18.631
4049,135.0
425,20.9
456,15.324
397,19.286
670,32.156
1247,11.0
1066,66.0
3957,148.7
2496,99.51
701,37.95
456,12.6
397,21.886
3896,60.0
2282,50.4
1035,69.9
3347,133.0
397,15.465
790,48.461
3957,136.0
4322,170.0
1096,37.0
366,15.206
4018,83.0
366,15.0
762,24.7
821,17.6
456,16.043
366,5.87
425,16.783
4474,108.4
3470,78.0
701,42.29
790,37.819
397,17.034
3835,100.0
366,14.0
1155,40.7
1521,37.5
456,26.526
425,12.275
701,37.083
2223,60.0
2343,95.0
3684,71.0
1096,55.851
1247,22.686
425,20.917
3988,102.932
366,15.0
397,22.775
397,11.997
762,29.0
1155,29.0
821,21.877
701,19.934
4108,138.0
456,11.314
425,17.375
1066,52.125
366,18.0
2557,81.247
2739,90.0
3743,68.833
3347,85.5
790,35.0
2313,80.0
762,36.448
2009,125.0
2769,72.0
1521,46.98
397,16.523
2313,19.5
366,17.0
2251,87.0
578,32.057
366,11.203
3562,128.0
2131,90.0
731,33.665
3804,78.0
701,13.1
1096,64.944
2616,122.0
397,18.877
1521,55.886
366,19.0
397,17.5
790,17.2
578,32.057
1005,22.376
2251,52.0
1858,75.0
731,33.28
701,23.9
701,40.0
1096,57.262
762,12.816
397,15.003
2435,81.631
366,17.0
366,18.818
821,10.8
578,32.057
1035,69.9
3258,155.0
762,36.448
1917,36.0
2162,117.183
2282,69.0
456,14.0
1583,29.064
762,41.783
366,16.0
456,13.9
670,16.0
578,32.057
1521,19.446
3439,147.448
1096,15.0
731,33.665
397,13.988
456,18.4
670,18.56
397,16.218
790,40.298
366,15.0
456,19.9
1127,13.0
578,32.057
1521,21.381
790,17.708
701,18.0
731,33.665
4383,125.0
456,17.6
2374,110.0
2527,95.0
397,15.075
790,45.381
762,18.6
456,10.5
2527,114.0
578,32.057
790,15.478
1858,81.042
4322,170.0
762,36.448
3347,72.0
456,24.5
3743,50.432
1886,119.0
425,16.562
790,38.974
3562,82.0
2313,56.6
701,22.794
578,32.057
790,18.156
4018,95.156
4018,113.0
731,29.83
456,14.8
701,17.0
2101,82.0
397,15.628
790,39.865
2313,106.5
762,15.8
3957,38.0
762,12.161
2282,69.159
2070,57.0
731,36.303
456,11.7
578,21.5
731,25.9
425,17.375
790,46.62
4200,97.0
1005,60.879
640,30.0
425,18.276
3500,38.431
3074,103.0
1827,47.0
456,17.0
3197,120.0
3835,129.892
397,18.877
790,41.572
882,24.626
1492,50.4
425,20.636
3258,100.0
2101,18.205
1797,39.0
670,9.0
456,29.85
4049,104.3
456,13.375
397,15.003
790,38.718
397,17.488
425,24.281
701,25.076
2527,25.191
1155,38.197
1461,87.066
456,21.2
3378,25.8
456,11.186
701,45.55
670,21.971
790,42.0
762,20.0
487,56.779
3500,80.32
3013,143.0
762,19.6
366,15.626
2251,90.0
456,11.569
731,19.675
1705,65.0
1858,33.0
1492,64.6
701,27.0
425,18.443
425,3.6
3562,80.646
2616,45.0
2616,56.4
425,13.111
517,43.0
2892,104.0
762,20.0
670,19.956
1127,80.858
2192,105.0
2922,31.35
609,35.0
943,25.006
3013,101.417
4535,124.0
1096,63.5
2131,44.659
4353,104.0
1431,68.0
1278,27.97
3166,72.185
790,24.0
366,15.951
1797,44.0
3865,72.0
3712,149.0
3319,51.034
790,16.0
4658,135.0
578,12.982
852,38.02
366,19.0
1886,107.5
790,19.133
731,19.371
913,20.0
2251,67.0
790,31.657
